# big5 unicode
0xFFFD 0x04F7
0xFFFD 0x04F8
0xFFFD 0x04F9
0xFFFD 0x04FA
0xFFFD 0x04FB
0xFFFD 0x04FC
0xFFFD 0x04FD
0xFFFD 0x04FE
0xFFFD 0x04FF
0xFFFD 0x0500
0xFFFD 0x0501
0xFFFD 0x0502
0xFFFD 0x0503
0xFFFD 0x0504
0xFFFD 0x0505
0xFFFD 0x0506
0xFFFD 0x0507
0xFFFD 0x0508
0xFFFD 0x0509
0xFFFD 0x050A
0xFFFD 0x050B
0xFFFD 0x050C
0xFFFD 0x050D
0xFFFD 0x050E
0xFFFD 0x050F
0xFFFD 0x0510
0xFFFD 0x0511
0xFFFD 0x0512
0xFFFD 0x0513
0xFFFD 0x0514
0xFFFD 0x0515
0xFFFD 0x0516
0xFFFD 0x0517
0xFFFD 0x0518
0xFFFD 0x0519
0xFFFD 0x051A
0xFFFD 0x051B
0xFFFD 0x051C
0xFFFD 0x051D
0xFFFD 0x051E
0xFFFD 0x051F
0xFFFD 0x0520
0xFFFD 0x0521
0xFFFD 0x0522
0xFFFD 0x0523
0xFFFD 0x0524
0xFFFD 0x0525
0xFFFD 0x0526
0xFFFD 0x0527
0xFFFD 0x0528
0xFFFD 0x0529
0xFFFD 0x052A
0xFFFD 0x052B
0xFFFD 0x052C
0xFFFD 0x052D
0xFFFD 0x052E
0xFFFD 0x052F
0xFFFD 0x0530
0xFFFD 0x0531
0xFFFD 0x0532
0xFFFD 0x0533
0xFFFD 0x0534
0xFFFD 0x0535
0xFFFD 0x0536
0xFFFD 0x0537
0xFFFD 0x0538
0xFFFD 0x0539
0xFFFD 0x053A
0xFFFD 0x053B
0xFFFD 0x053C
0xFFFD 0x053D
0xFFFD 0x053E
0xFFFD 0x053F
0xFFFD 0x0540
0xFFFD 0x0541
0xFFFD 0x0542
0xFFFD 0x0543
0xFFFD 0x0544
0xFFFD 0x0545
0xFFFD 0x0546
0xFFFD 0x0547
0xFFFD 0x0548
0xFFFD 0x0549
0xFFFD 0x054A
0xFFFD 0x054B
0xFFFD 0x054C
0xFFFD 0x054D
0xFFFD 0x054E
0xFFFD 0x054F
0xFFFD 0x0550
0xFFFD 0x0551
0xFFFD 0x0552
0xFFFD 0x0553
0xFFFD 0x0554
0xFFFD 0x0555
0xFFFD 0x0556
0xFFFD 0x0557
0xFFFD 0x0558
0xFFFD 0x0559
0xFFFD 0x055A
0xFFFD 0x055B
0xFFFD 0x055C
0xFFFD 0x055D
0xFFFD 0x055E
0xFFFD 0x055F
0xFFFD 0x0560
0xFFFD 0x0561
0xFFFD 0x0562
0xFFFD 0x0563
0xFFFD 0x0564
0xFFFD 0x0565
0xFFFD 0x0566
0xFFFD 0x0567
0xFFFD 0x0568
0xFFFD 0x0569
0xFFFD 0x056A
0xFFFD 0x056B
0xFFFD 0x056C
0xFFFD 0x056D
0xFFFD 0x056E
0xFFFD 0x056F
0xFFFD 0x0570
0xFFFD 0x0571
0xFFFD 0x0572
0xFFFD 0x0573
0xFFFD 0x0574
0xFFFD 0x0575
0xFFFD 0x0576
0xFFFD 0x0577
0xFFFD 0x0578
0xFFFD 0x0579
0xFFFD 0x057A
0xFFFD 0x057B
0xFFFD 0x057C
0xFFFD 0x057D
0xFFFD 0x057E
0xFFFD 0x057F
0xFFFD 0x0580
0xFFFD 0x0581
0xFFFD 0x0582
0xFFFD 0x0583
0xFFFD 0x0584
0xFFFD 0x0585
0xFFFD 0x0586
0xFFFD 0x0587
0xFFFD 0x0588
0xFFFD 0x0589
0xFFFD 0x058A
0xFFFD 0x058B
0xFFFD 0x058C
0xFFFD 0x058D
0xFFFD 0x058E
0xFFFD 0x058F
0xFFFD 0x0590
0xFFFD 0x0591
0xFFFD 0x0592
0xFFFD 0x0593
0xFFFD 0x0594
0xFFFD 0x0595
0xFFFD 0x0596
0xFFFD 0x0597
0xFFFD 0x0598
0xFFFD 0x0599
0xFFFD 0x059A
0xFFFD 0x059B
0xFFFD 0x059C
0xFFFD 0x059D
0xFFFD 0x059E
0xFFFD 0x059F
0xFFFD 0x05A0
0xFFFD 0x05A1
0xFFFD 0x05A2
0xFFFD 0x05A3
0xFFFD 0x05A4
0xFFFD 0x05A5
0xFFFD 0x05A6
0xFFFD 0x05A7
0xFFFD 0x05A8
0xFFFD 0x05A9
0xFFFD 0x05AA
0xFFFD 0x05AB
0xFFFD 0x05AC
0xFFFD 0x05AD
0xFFFD 0x05AE
0xFFFD 0x05AF
0xFFFD 0x05B0
0xFFFD 0x05B1
0xFFFD 0x05B2
0xFFFD 0x05B3
0xFFFD 0x05B4
0xFFFD 0x05B5
0xFFFD 0x05B6
0xFFFD 0x05B7
0xFFFD 0x05B8
0xFFFD 0x05B9
0xFFFD 0x05BA
0xFFFD 0x05BB
0xFFFD 0x05BC
0xFFFD 0x05BD
0xFFFD 0x05BE
0xFFFD 0x05BF
0xFFFD 0x05C0
0xFFFD 0x05C1
0xFFFD 0x05C2
0xFFFD 0x05C3
0xFFFD 0x05C4
0xFFFD 0x05C5
0xFFFD 0x05C6
0xFFFD 0x05C7
0xFFFD 0x05C8
0xFFFD 0x05C9
0xFFFD 0x05CA
0xFFFD 0x05CB
0xFFFD 0x05CC
0xFFFD 0x05CD
0xFFFD 0x05CE
0xFFFD 0x05CF
0xFFFD 0x05D0
0xFFFD 0x05D1
0xFFFD 0x05D2
0xFFFD 0x05D3
0xFFFD 0x05D4
0xFFFD 0x05D5
0xFFFD 0x05D6
0xFFFD 0x05D7
0xFFFD 0x05D8
0xFFFD 0x05D9
0xFFFD 0x05DA
0xFFFD 0x05DB
0xFFFD 0x05DC
0xFFFD 0x05DD
0xFFFD 0x05DE
0xFFFD 0x05DF
0xFFFD 0x05E0
0xFFFD 0x05E1
0xFFFD 0x05E2
0xFFFD 0x05E3
0xFFFD 0x05E4
0xFFFD 0x05E5
0xFFFD 0x05E6
0xFFFD 0x05E7
0xFFFD 0x05E8
0xFFFD 0x05E9
0xFFFD 0x05EA
0xFFFD 0x05EB
0xFFFD 0x05EC
0xFFFD 0x05ED
0xFFFD 0x05EE
0xFFFD 0x05EF
0xFFFD 0x05F0
0xFFFD 0x05F1
0xFFFD 0x05F2
0xFFFD 0x05F3
0xFFFD 0x05F4
0xFFFD 0x05F5
0xFFFD 0x05F6
0xFFFD 0x05F7
0xFFFD 0x05F8
0xFFFD 0x05F9
0xFFFD 0x05FA
0xFFFD 0x05FB
0xFFFD 0x05FC
0xFFFD 0x05FD
0xFFFD 0x05FE
0xFFFD 0x05FF
0xFFFD 0x0600
0xFFFD 0x0601
0xFFFD 0x0602
0xFFFD 0x0603
0xFFFD 0x0604
0xFFFD 0x0605
0xFFFD 0x0606
0xFFFD 0x0607
0xFFFD 0x0608
0xFFFD 0x0609
0xFFFD 0x060A
0xFFFD 0x060B
0xFFFD 0x060C
0xFFFD 0x060D
0xFFFD 0x060E
0xFFFD 0x060F
0xFFFD 0x0610
0xFFFD 0x0611
0xFFFD 0x0612
0xFFFD 0x0613
0xFFFD 0x0614
0xFFFD 0x0615
0xFFFD 0x0616
0xFFFD 0x0617
0xFFFD 0x0618
0xFFFD 0x0619
0xFFFD 0x061A
0xFFFD 0x061B
0xFFFD 0x061C
0xFFFD 0x061D
0xFFFD 0x061E
0xFFFD 0x061F
0xFFFD 0x0620
0xFFFD 0x0621
0xFFFD 0x0622
0xFFFD 0x0623
0xFFFD 0x0624
0xFFFD 0x0625
0xFFFD 0x0626
0xFFFD 0x0627
0xFFFD 0x0628
0xFFFD 0x0629
0xFFFD 0x062A
0xFFFD 0x062B
0xFFFD 0x062C
0xFFFD 0x062D
0xFFFD 0x062E
0xFFFD 0x062F
0xFFFD 0x0630
0xFFFD 0x0631
0xFFFD 0x0632
0xFFFD 0x0633
0xFFFD 0x0634
0xFFFD 0x0635
0xFFFD 0x0636
0xFFFD 0x0637
0xFFFD 0x0638
0xFFFD 0x0639
0xFFFD 0x063A
0xFFFD 0x063B
0xFFFD 0x063C
0xFFFD 0x063D
0xFFFD 0x063E
0xFFFD 0x063F
0xFFFD 0x0640
0xFFFD 0x0641
0xFFFD 0x0642
0xFFFD 0x0643
0xFFFD 0x0644
0xFFFD 0x0645
0xFFFD 0x0646
0xFFFD 0x0647
0xFFFD 0x0648
0xFFFD 0x0649
0xFFFD 0x064A
0xFFFD 0x064B
0xFFFD 0x064C
0xFFFD 0x064D
0xFFFD 0x064E
0xFFFD 0x064F
0xFFFD 0x0650
0xFFFD 0x0651
0xFFFD 0x0652
0xFFFD 0x0653
0xFFFD 0x0654
0xFFFD 0x0655
0xFFFD 0x0656
0xFFFD 0x0657
0xFFFD 0x0658
0xFFFD 0x0659
0xFFFD 0x065A
0xFFFD 0x065B
0xFFFD 0x065C
0xFFFD 0x065D
0xFFFD 0x065E
0xFFFD 0x065F
0xFFFD 0x0660
0xFFFD 0x0661
0xFFFD 0x0662
0xFFFD 0x0663
0xFFFD 0x0664
0xFFFD 0x0665
0xFFFD 0x0666
0xFFFD 0x0667
0xFFFD 0x0668
0xFFFD 0x0669
0xFFFD 0x066A
0xFFFD 0x066B
0xFFFD 0x066C
0xFFFD 0x066D
0xFFFD 0x066E
0xFFFD 0x066F
0xFFFD 0x0670
0xFFFD 0x0671
0xFFFD 0x0672
0xFFFD 0x0673
0xFFFD 0x0674
0xFFFD 0x0675
0xFFFD 0x0676
0xFFFD 0x0677
0xFFFD 0x0678
0xFFFD 0x0679
0xFFFD 0x067A
0xFFFD 0x067B
0xFFFD 0x067C
0xFFFD 0x067D
0xFFFD 0x067E
0xFFFD 0x067F
0xFFFD 0x0680
0xFFFD 0x0681
0xFFFD 0x0682
0xFFFD 0x0683
0xFFFD 0x0684
0xFFFD 0x0685
0xFFFD 0x0686
0xFFFD 0x0687
0xFFFD 0x0688
0xFFFD 0x0689
0xFFFD 0x068A
0xFFFD 0x068B
0xFFFD 0x068C
0xFFFD 0x068D
0xFFFD 0x068E
0xFFFD 0x068F
0xFFFD 0x0690
0xFFFD 0x0691
0xFFFD 0x0692
0xFFFD 0x0693
0xFFFD 0x0694
0xFFFD 0x0695
0xFFFD 0x0696
0xFFFD 0x0697
0xFFFD 0x0698
0xFFFD 0x0699
0xFFFD 0x069A
0xFFFD 0x069B
0xFFFD 0x069C
0xFFFD 0x069D
0xFFFD 0x069E
0xFFFD 0x069F
0xFFFD 0x06A0
0xFFFD 0x06A1
0xFFFD 0x06A2
0xFFFD 0x06A3
0xFFFD 0x06A4
0xFFFD 0x06A5
0xFFFD 0x06A6
0xFFFD 0x06A7
0xFFFD 0x06A8
0xFFFD 0x06A9
0xFFFD 0x06AA
0xFFFD 0x06AB
0xFFFD 0x06AC
0xFFFD 0x06AD
0xFFFD 0x06AE
0xFFFD 0x06AF
0xFFFD 0x06B0
0xFFFD 0x06B1
0xFFFD 0x06B2
0xFFFD 0x06B3
0xFFFD 0x06B4
0xFFFD 0x06B5
0xFFFD 0x06B6
0xFFFD 0x06B7
0xFFFD 0x06B8
0xFFFD 0x06B9
0xFFFD 0x06BA
0xFFFD 0x06BB
0xFFFD 0x06BC
0xFFFD 0x06BD
0xFFFD 0x06BE
0xFFFD 0x06BF
0xFFFD 0x06C0
0xFFFD 0x06C1
0xFFFD 0x06C2
0xFFFD 0x06C3
0xFFFD 0x06C4
0xFFFD 0x06C5
0xFFFD 0x06C6
0xFFFD 0x06C7
0xFFFD 0x06C8
0xFFFD 0x06C9
0xFFFD 0x06CA
0xFFFD 0x06CB
0xFFFD 0x06CC
0xFFFD 0x06CD
0xFFFD 0x06CE
0xFFFD 0x06CF
0xFFFD 0x06D0
0xFFFD 0x06D1
0xFFFD 0x06D2
0xFFFD 0x06D3
0xFFFD 0x06D4
0xFFFD 0x06D5
0xFFFD 0x06D6
0xFFFD 0x06D7
0xFFFD 0x06D8
0xFFFD 0x06D9
0xFFFD 0x06DA
0xFFFD 0x06DB
0xFFFD 0x06DC
0xFFFD 0x06DD
0xFFFD 0x06DE
0xFFFD 0x06DF
0xFFFD 0x06E0
0xFFFD 0x06E1
0xFFFD 0x06E2
0xFFFD 0x06E3
0xFFFD 0x06E4
0xFFFD 0x06E5
0xFFFD 0x06E6
0xFFFD 0x06E7
0xFFFD 0x06E8
0xFFFD 0x06E9
0xFFFD 0x06EA
0xFFFD 0x06EB
0xFFFD 0x06EC
0xFFFD 0x06ED
0xFFFD 0x06EE
0xFFFD 0x06EF
0xFFFD 0x06F0
0xFFFD 0x06F1
0xFFFD 0x06F2
0xFFFD 0x06F3
0xFFFD 0x06F4
0xFFFD 0x06F5
0xFFFD 0x06F6
0xFFFD 0x06F7
0xFFFD 0x06F8
0xFFFD 0x06F9
0xFFFD 0x06FA
0xFFFD 0x06FB
0xFFFD 0x06FC
0xFFFD 0x06FD
0xFFFD 0x06FE
0xFFFD 0x06FF
0xFFFD 0x0700
0xFFFD 0x0701
0xFFFD 0x0702
0xFFFD 0x0703
0xFFFD 0x0704
0xFFFD 0x0705
0xFFFD 0x0706
0xFFFD 0x0707
0xFFFD 0x0708
0xFFFD 0x0709
0xFFFD 0x070A
0xFFFD 0x070B
0xFFFD 0x070C
0xFFFD 0x070D
0xFFFD 0x070E
0xFFFD 0x070F
0xFFFD 0x0710
0xFFFD 0x0711
0xFFFD 0x0712
0xFFFD 0x0713
0xFFFD 0x0714
0xFFFD 0x0715
0xFFFD 0x0716
0xFFFD 0x0717
0xFFFD 0x0718
0xFFFD 0x0719
0xFFFD 0x071A
0xFFFD 0x071B
0xFFFD 0x071C
0xFFFD 0x071D
0xFFFD 0x071E
0xFFFD 0x071F
0xFFFD 0x0720
0xFFFD 0x0721
0xFFFD 0x0722
0xFFFD 0x0723
0xFFFD 0x0724
0xFFFD 0x0725
0xFFFD 0x0726
0xFFFD 0x0727
0xFFFD 0x0728
0xFFFD 0x0729
0xFFFD 0x072A
0xFFFD 0x072B
0xFFFD 0x072C
0xFFFD 0x072D
0xFFFD 0x072E
0xFFFD 0x072F
0xFFFD 0x0730
0xFFFD 0x0731
0xFFFD 0x0732
0xFFFD 0x0733
0xFFFD 0x0734
0xFFFD 0x0735
0xFFFD 0x0736
0xFFFD 0x0737
0xFFFD 0x0738
0xFFFD 0x0739
0xFFFD 0x073A
0xFFFD 0x073B
0xFFFD 0x073C
0xFFFD 0x073D
0xFFFD 0x073E
0xFFFD 0x073F
0xFFFD 0x0740
0xFFFD 0x0741
0xFFFD 0x0742
0xFFFD 0x0743
0xFFFD 0x0744
0xFFFD 0x0745
0xFFFD 0x0746
0xFFFD 0x0747
0xFFFD 0x0748
0xFFFD 0x0749
0xFFFD 0x074A
0xFFFD 0x074B
0xFFFD 0x074C
0xFFFD 0x074D
0xFFFD 0x074E
0xFFFD 0x074F
0xFFFD 0x0750
0xFFFD 0x0751
0xFFFD 0x0752
0xFFFD 0x0753
0xFFFD 0x0754
0xFFFD 0x0755
0xFFFD 0x0756
0xFFFD 0x0757
0xFFFD 0x0758
0xFFFD 0x0759
0xFFFD 0x075A
0xFFFD 0x075B
0xFFFD 0x075C
0xFFFD 0x075D
0xFFFD 0x075E
0xFFFD 0x075F
0xFFFD 0x0760
0xFFFD 0x0761
0xFFFD 0x0762
0xFFFD 0x0763
0xFFFD 0x0764
0xFFFD 0x0765
0xFFFD 0x0766
0xFFFD 0x0767
0xFFFD 0x0768
0xFFFD 0x0769
0xFFFD 0x076A
0xFFFD 0x076B
0xFFFD 0x076C
0xFFFD 0x076D
0xFFFD 0x076E
0xFFFD 0x076F
0xFFFD 0x0770
0xFFFD 0x0771
0xFFFD 0x0772
0xFFFD 0x0773
0xFFFD 0x0774
0xFFFD 0x0775
0xFFFD 0x0776
0xFFFD 0x0777
0xFFFD 0x0778
0xFFFD 0x0779
0xFFFD 0x077A
0xFFFD 0x077B
0xFFFD 0x077C
0xFFFD 0x077D
0xFFFD 0x077E
0xFFFD 0x077F
0xFFFD 0x0780
0xFFFD 0x0781
0xFFFD 0x0782
0xFFFD 0x0783
0xFFFD 0x0784
0xFFFD 0x0785
0xFFFD 0x0786
0xFFFD 0x0787
0xFFFD 0x0788
0xFFFD 0x0789
0xFFFD 0x078A
0xFFFD 0x078B
0xFFFD 0x078C
0xFFFD 0x078D
0xFFFD 0x078E
0xFFFD 0x078F
0xFFFD 0x0790
0xFFFD 0x0791
0xFFFD 0x0792
0xFFFD 0x0793
0xFFFD 0x0794
0xFFFD 0x0795
0xFFFD 0x0796
0xFFFD 0x0797
0xFFFD 0x0798
0xFFFD 0x0799
0xFFFD 0x079A
0xFFFD 0x079B
0xFFFD 0x079C
0xFFFD 0x079D
0xFFFD 0x079E
0xFFFD 0x079F
0xFFFD 0x07A0
0xFFFD 0x07A1
0xFFFD 0x07A2
0xFFFD 0x07A3
0xFFFD 0x07A4
0xFFFD 0x07A5
0xFFFD 0x07A6
0xFFFD 0x07A7
0xFFFD 0x07A8
0xFFFD 0x07A9
0xFFFD 0x07AA
0xFFFD 0x07AB
0xFFFD 0x07AC
0xFFFD 0x07AD
0xFFFD 0x07AE
0xFFFD 0x07AF
0xFFFD 0x07B0
0xFFFD 0x07B1
0xFFFD 0x07B2
0xFFFD 0x07B3
0xFFFD 0x07B4
0xFFFD 0x07B5
0xFFFD 0x07B6
0xFFFD 0x07B7
0xFFFD 0x07B8
0xFFFD 0x07B9
0xFFFD 0x07BA
0xFFFD 0x07BB
0xFFFD 0x07BC
0xFFFD 0x07BD
0xFFFD 0x07BE
0xFFFD 0x07BF
0xFFFD 0x07C0
0xFFFD 0x07C1
0xFFFD 0x07C2
0xFFFD 0x07C3
0xFFFD 0x07C4
0xFFFD 0x07C5
0xFFFD 0x07C6
0xFFFD 0x07C7
0xFFFD 0x07C8
0xFFFD 0x07C9
0xFFFD 0x07CA
0xFFFD 0x07CB
0xFFFD 0x07CC
0xFFFD 0x07CD
0xFFFD 0x07CE
0xFFFD 0x07CF
0xFFFD 0x07D0
0xFFFD 0x07D1
0xFFFD 0x07D2
0xFFFD 0x07D3
0xFFFD 0x07D4
0xFFFD 0x07D5
0xFFFD 0x07D6
0xFFFD 0x07D7
0xFFFD 0x07D8
0xFFFD 0x07D9
0xFFFD 0x07DA
0xFFFD 0x07DB
0xFFFD 0x07DC
0xFFFD 0x07DD
0xFFFD 0x07DE
0xFFFD 0x07DF
0xFFFD 0x07E0
0xFFFD 0x07E1
0xFFFD 0x07E2
0xFFFD 0x07E3
0xFFFD 0x07E4
0xFFFD 0x07E5
0xFFFD 0x07E6
0xFFFD 0x07E7
0xFFFD 0x07E8
0xFFFD 0x07E9
0xFFFD 0x07EA
0xFFFD 0x07EB
0xFFFD 0x07EC
0xFFFD 0x07ED
0xFFFD 0x07EE
0xFFFD 0x07EF
0xFFFD 0x07F0
0xFFFD 0x07F1
0xFFFD 0x07F2
0xFFFD 0x07F3
0xFFFD 0x07F4
0xFFFD 0x07F5
0xFFFD 0x07F6
0xFFFD 0x07F7
0xFFFD 0x07F8
0xFFFD 0x07F9
0xFFFD 0x07FA
0xFFFD 0x07FB
0xFFFD 0x07FC
0xFFFD 0x07FD
0xFFFD 0x07FE
0xFFFD 0x07FF
0xFFFD 0x0800
0xFFFD 0x0801
0xFFFD 0x0802
0xFFFD 0x0803
0xFFFD 0x0804
0xFFFD 0x0805
0xFFFD 0x0806
0xFFFD 0x0807
0xFFFD 0x0808
0xFFFD 0x0809
0xFFFD 0x080A
0xFFFD 0x080B
0xFFFD 0x080C
0xFFFD 0x080D
0xFFFD 0x080E
0xFFFD 0x080F
0xFFFD 0x0810
0xFFFD 0x0811
0xFFFD 0x0812
0xFFFD 0x0813
0xFFFD 0x0814
0xFFFD 0x0815
0xFFFD 0x0816
0xFFFD 0x0817
0xFFFD 0x0818
0xFFFD 0x0819
0xFFFD 0x081A
0xFFFD 0x081B
0xFFFD 0x081C
0xFFFD 0x081D
0xFFFD 0x081E
0xFFFD 0x081F
0xFFFD 0x0820
0xFFFD 0x0821
0xFFFD 0x0822
0xFFFD 0x0823
0xFFFD 0x0824
0xFFFD 0x0825
0xFFFD 0x0826
0xFFFD 0x0827
0xFFFD 0x0828
0xFFFD 0x0829
0xFFFD 0x082A
0xFFFD 0x082B
0xFFFD 0x082C
0xFFFD 0x082D
0xFFFD 0x082E
0xFFFD 0x082F
0xFFFD 0x0830
0xFFFD 0x0831
0xFFFD 0x0832
0xFFFD 0x0833
0xFFFD 0x0834
0xFFFD 0x0835
0xFFFD 0x0836
0xFFFD 0x0837
0xFFFD 0x0838
0xFFFD 0x0839
0xFFFD 0x083A
0xFFFD 0x083B
0xFFFD 0x083C
0xFFFD 0x083D
0xFFFD 0x083E
0xFFFD 0x083F
0xFFFD 0x0840
0xFFFD 0x0841
0xFFFD 0x0842
0xFFFD 0x0843
0xFFFD 0x0844
0xFFFD 0x0845
0xFFFD 0x0846
0xFFFD 0x0847
0xFFFD 0x0848
0xFFFD 0x0849
0xFFFD 0x084A
0xFFFD 0x084B
0xFFFD 0x084C
0xFFFD 0x084D
0xFFFD 0x084E
0xFFFD 0x084F
0xFFFD 0x0850
0xFFFD 0x0851
0xFFFD 0x0852
0xFFFD 0x0853
0xFFFD 0x0854
0xFFFD 0x0855
0xFFFD 0x0856
0xFFFD 0x0857
0xFFFD 0x0858
0xFFFD 0x0859
0xFFFD 0x085A
0xFFFD 0x085B
0xFFFD 0x085C
0xFFFD 0x085D
0xFFFD 0x085E
0xFFFD 0x085F
0xFFFD 0x0860
0xFFFD 0x0861
0xFFFD 0x0862
0xFFFD 0x0863
0xFFFD 0x0864
0xFFFD 0x0865
0xFFFD 0x0866
0xFFFD 0x0867
0xFFFD 0x0868
0xFFFD 0x0869
0xFFFD 0x086A
0xFFFD 0x086B
0xFFFD 0x086C
0xFFFD 0x086D
0xFFFD 0x086E
0xFFFD 0x086F
0xFFFD 0x0870
0xFFFD 0x0871
0xFFFD 0x0872
0xFFFD 0x0873
0xFFFD 0x0874
0xFFFD 0x0875
0xFFFD 0x0876
0xFFFD 0x0877
0xFFFD 0x0878
0xFFFD 0x0879
0xFFFD 0x087A
0xFFFD 0x087B
0xFFFD 0x087C
0xFFFD 0x087D
0xFFFD 0x087E
0xFFFD 0x087F
0xFFFD 0x0880
0xFFFD 0x0881
0xFFFD 0x0882
0xFFFD 0x0883
0xFFFD 0x0884
0xFFFD 0x0885
0xFFFD 0x0886
0xFFFD 0x0887
0xFFFD 0x0888
0xFFFD 0x0889
0xFFFD 0x088A
0xFFFD 0x088B
0xFFFD 0x088C
0xFFFD 0x088D
0xFFFD 0x088E
0xFFFD 0x088F
0xFFFD 0x0890
0xFFFD 0x0891
0xFFFD 0x0892
0xFFFD 0x0893
0xFFFD 0x0894
0xFFFD 0x0895
0xFFFD 0x0896
0xFFFD 0x0897
0xFFFD 0x0898
0xFFFD 0x0899
0xFFFD 0x089A
0xFFFD 0x089B
0xFFFD 0x089C
0xFFFD 0x089D
0xFFFD 0x089E
0xFFFD 0x089F
0xFFFD 0x08A0
0xFFFD 0x08A1
0xFFFD 0x08A2
0xFFFD 0x08A3
0xFFFD 0x08A4
0xFFFD 0x08A5
0xFFFD 0x08A6
0xFFFD 0x08A7
0xFFFD 0x08A8
0xFFFD 0x08A9
0xFFFD 0x08AA
0xFFFD 0x08AB
0xFFFD 0x08AC
0xFFFD 0x08AD
0xFFFD 0x08AE
0xFFFD 0x08AF
0xFFFD 0x08B0
0xFFFD 0x08B1
0xFFFD 0x08B2
0xFFFD 0x08B3
0xFFFD 0x08B4
0xFFFD 0x08B5
0xFFFD 0x08B6
0xFFFD 0x08B7
0xFFFD 0x08B8
0xFFFD 0x08B9
0xFFFD 0x08BA
0xFFFD 0x08BB
0xFFFD 0x08BC
0xFFFD 0x08BD
0xFFFD 0x08BE
0xFFFD 0x08BF
0xFFFD 0x08C0
0xFFFD 0x08C1
0xFFFD 0x08C2
0xFFFD 0x08C3
0xFFFD 0x08C4
0xFFFD 0x08C5
0xFFFD 0x08C6
0xFFFD 0x08C7
0xFFFD 0x08C8
0xFFFD 0x08C9
0xFFFD 0x08CA
0xFFFD 0x08CB
0xFFFD 0x08CC
0xFFFD 0x08CD
0xFFFD 0x08CE
0xFFFD 0x08CF
0xFFFD 0x08D0
0xFFFD 0x08D1
0xFFFD 0x08D2
0xFFFD 0x08D3
0xFFFD 0x08D4
0xFFFD 0x08D5
0xFFFD 0x08D6
0xFFFD 0x08D7
0xFFFD 0x08D8
0xFFFD 0x08D9
0xFFFD 0x08DA
0xFFFD 0x08DB
0xFFFD 0x08DC
0xFFFD 0x08DD
0xFFFD 0x08DE
0xFFFD 0x08DF
0xFFFD 0x08E0
0xFFFD 0x08E1
0xFFFD 0x08E2
0xFFFD 0x08E3
0xFFFD 0x08E4
0xFFFD 0x08E5
0xFFFD 0x08E6
0xFFFD 0x08E7
0xFFFD 0x08E8
0xFFFD 0x08E9
0xFFFD 0x08EA
0xFFFD 0x08EB
0xFFFD 0x08EC
0xFFFD 0x08ED
0xFFFD 0x08EE
0xFFFD 0x08EF
0xFFFD 0x08F0
0xFFFD 0x08F1
0xFFFD 0x08F2
0xFFFD 0x08F3
0xFFFD 0x08F4
0xFFFD 0x08F5
0xFFFD 0x08F6
0xFFFD 0x08F7
0xFFFD 0x08F8
0xFFFD 0x08F9
0xFFFD 0x08FA
0xFFFD 0x08FB
0xFFFD 0x08FC
0xFFFD 0x08FD
0xFFFD 0x08FE
0xFFFD 0x08FF
0xFFFD 0x0900
0xFFFD 0x0901
0xFFFD 0x0902
0xFFFD 0x0903
0xFFFD 0x0904
0xFFFD 0x0905
0xFFFD 0x0906
0xFFFD 0x0907
0xFFFD 0x0908
0xFFFD 0x0909
0xFFFD 0x090A
0xFFFD 0x090B
0xFFFD 0x090C
0xFFFD 0x090D
0xFFFD 0x090E
0xFFFD 0x090F
0xFFFD 0x0910
0xFFFD 0x0911
0xFFFD 0x0912
0xFFFD 0x0913
0xFFFD 0x0914
0xFFFD 0x0915
0xFFFD 0x0916
0xFFFD 0x0917
0xFFFD 0x0918
0xFFFD 0x0919
0xFFFD 0x091A
0xFFFD 0x091B
0xFFFD 0x091C
0xFFFD 0x091D
0xFFFD 0x091E
0xFFFD 0x091F
0xFFFD 0x0920
0xFFFD 0x0921
0xFFFD 0x0922
0xFFFD 0x0923
0xFFFD 0x0924
0xFFFD 0x0925
0xFFFD 0x0926
0xFFFD 0x0927
0xFFFD 0x0928
0xFFFD 0x0929
0xFFFD 0x092A
0xFFFD 0x092B
0xFFFD 0x092C
0xFFFD 0x092D
0xFFFD 0x092E
0xFFFD 0x092F
0xFFFD 0x0930
0xFFFD 0x0931
0xFFFD 0x0932
0xFFFD 0x0933
0xFFFD 0x0934
0xFFFD 0x0935
0xFFFD 0x0936
0xFFFD 0x0937
0xFFFD 0x0938
0xFFFD 0x0939
0xFFFD 0x093A
0xFFFD 0x093B
0xFFFD 0x093C
0xFFFD 0x093D
0xFFFD 0x093E
0xFFFD 0x093F
0xFFFD 0x0940
0xFFFD 0x0941
0xFFFD 0x0942
0xFFFD 0x0943
0xFFFD 0x0944
0xFFFD 0x0945
0xFFFD 0x0946
0xFFFD 0x0947
0xFFFD 0x0948
0xFFFD 0x0949
0xFFFD 0x094A
0xFFFD 0x094B
0xFFFD 0x094C
0xFFFD 0x094D
0xFFFD 0x094E
0xFFFD 0x094F
0xFFFD 0x0950
0xFFFD 0x0951
0xFFFD 0x0952
0xFFFD 0x0953
0xFFFD 0x0954
0xFFFD 0x0955
0xFFFD 0x0956
0xFFFD 0x0957
0xFFFD 0x0958
0xFFFD 0x0959
0xFFFD 0x095A
0xFFFD 0x095B
0xFFFD 0x095C
0xFFFD 0x095D
0xFFFD 0x095E
0xFFFD 0x095F
0xFFFD 0x0960
0xFFFD 0x0961
0xFFFD 0x0962
0xFFFD 0x0963
